author;contributors;created_at;description;description2;industry;language_primary;languages;license;link;ml_detected;ml_libs;ml_tags;ml_terms;name;pushed_at;scraped_at;stars;stars_score;title;type
timsainb;0;2018-10-23 01:33:46;A generative network for animal vocalizations. For dimensionality reduction, sequencing, clustering, corpus-building, and generating novel 'stimulus spaces'. All with notebook examples using freely available datasets.;A generative network for animal vocalizations;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 99.8%', 'Other: 0.2%'];MIT;https://github.com/timsainb/AVGN;1.0;['Pillow', 'pattern', 'skimage', 'sklearn', 'tensorflow'];['AI', 'Clustering', 'GAN', 'ML', 'RL', 'ReLu'];['AI', 'autoencoder', 'label', 'machine learning', 'model', 'predict', 'train'];Animal Vocalisations;2020-11-13 17:28:42;2020-10-31 00:21:08;49;0.444;AVGN;Life-sciences
tina31726;0;2017-09-20 03:37:45;CS584-Machine Learning Project;Developed predictive models for crime rate.;Emergency & Relief;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/tina31726/Crime-Prediction;1.0;['sklearn'];['CV', 'Classification', 'Decision Tree', 'Linear Regression', 'NN', 'Naive Bayes', 'Random Forest', 'Regression'];['KNN', 'NN', 'classif', 'decision tree', 'linear regression', 'machine learning', 'model', 'naive bayes', 'predict', 'regression'];Crime Prediction;2019-11-30 16:43:40;2020-10-31 00:34:38;11;0.311;Crime-Prediction;Crime
toningega;0;2018-12-13 21:03:28;Dummy data generator for GDPR compliance when testing on cloud;Dummy data generator for GDPR compliance;Justice, Law and Regulations;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/toningega/Data_Generator;0.5;['nltk'];[];[];Data Generator GDPR;2018-12-17 11:54:38;2020-10-31 00:42:10;0;0.0;Data_Generator;Tools
tradeasystems;0;2018-12-31 08:43:09;Layer to connect with market providers for data + trading from different algorithmic trading providers / cryptocurrencurrencies / forex / equities to local file database;A layer to connect with market data providers.;Finance;Python;['Python: 99.7%', 'Jupyter Notebook: 0.3%'];;https://github.com/tradeasystems/tradeasystems_connector;0.3;[];['AI', 'CV', 'DL', 'ML', 'NN', 'RL', 'VGG'];[];TradeConnector;2020-11-18 21:37:47;2020-10-31 00:38:40;8;0.281;tradeasystems_connector;Data
tradingeconomics;16;2015-03-31 14:31:39;TRADING ECONOMICS - API Code Examples;Information for 196 countries.;Economics;Python;['Python: 24.2%', 'JavaScript: 15.1%', 'C#: 15.0%', 'HTML: 13.0%', 'R: 9.4%', 'Java: 8.4%', 'Other: 14.9%'];;https://github.com/tradingeconomics/tradingeconomics;1.0;['pattern'];['Classification', 'ML', 'RL'];['AI', 'ML', 'RL', 'recommend', 'test data'];Trading Economics API;2020-11-25 16:47:45;2020-10-31 00:29:56;274;0.569;tradingeconomics;General
trentwoodbury;0;2016-10-06 03:21:02;Regression Case Study Project on Manufacturing Auction Sale Data;Regression Case Study Project on Manufacturing Auction Sale Data.;Manufacturing;Jupyter Notebook;['Jupyter Notebook: 99.2%', 'Python: 0.8%'];;https://github.com/trentwoodbury/ManufacturingAuctionRegression;1.0;['sklearn'];['Gradient Boosting', 'Regression'];['regression'];Auto Manufacturing;2016-10-06 04:17:16;2020-10-31 00:44:33;0;0.0;ManufacturingAuctionRegression;Quality
tslindner;3;2018-04-07 17:38:46;GWU Project due 2018-04-17 (Tim Lindner, Marie Minier, JT Von Seggern, Malvika Mathur, Saba Lemma);Effects of cannabis legalization on crime.;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 99.3%', 'Python: 0.7%'];;https://github.com/tslindner/Effects-of-Cannabis-Legalization;0.3;[];['ML'];[];Cannabis Legalisation Effect;2018-08-12 15:45:19;2020-10-31 00:49:39;3;0.188;Effects-of-Cannabis-Legalization;Social Policies
tstreamDOTh;4;2017-12-23 18:24:29;Use Instacart public dataset to report which products are often shopped together.;Instacart public dataset to report which products are often shopped together.;Wholesale & Retail;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/tstreamDOTh/Instacart-Market-Basket-Analysis;0.8;['pattern'];['ML'];[];Market Basket Analysis;2018-03-19 06:05:07;2020-10-31 01:07:33;22;0.375;Instacart-Market-Basket-Analysis;Wholesale
tullyvelte;0;2017-11-07 20:33:23;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Helping the school board and mayor make strategic decisions regarding future school budgets and priorities;Education & Research;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/tullyvelte/SchoolPerformanceDataAnalysis;0.0;[];[];[];School Budgets and Priorities;2018-02-26 19:33:30;2020-10-31 00:31:23;1;0.099;SchoolPerformanceDataAnalysis;School
txytju;0;2018-04-07 16:16:39;Repository of KDD Cup, 2018.;Predict air quality(aq) in Beijing and London in the next 48 hours.;Utilities;Jupyter Notebook;['Jupyter Notebook: 96.4%', 'Python: 3.6%'];;https://github.com/txytju/air-quality-prediction;1.0;['keras', 'sklearn', 'tensorflow', 'xgboost'];['GRU', 'LSTM', 'NN', 'RNN'];['NLP', 'clustering', 'fit', 'loss', 'machine learning', 'machine translation', 'model', 'predict', 'rank', 'train', 'training data'];Air Quality Prediction;2018-07-04 10:53:43;2020-10-31 01:04:48;47;0.44;air-quality-prediction;Water & Pollution
ual;2;2016-05-17 06:16:57;Analyzing and visualizing rental listings data;Analyzing and visualizing rental listings data.;Real Estate, Rental & Leasing;Jupyter Notebook;['Jupyter Notebook: 99.8%', 'Python: 0.2%'];;https://github.com/ual/rental-listings;0.8;['statsmodels', 'theano'];['AI', 'DL', 'NER', 'Regression'];[];Analysing Rentals;2019-02-28 17:07:16;2020-10-31 00:58:00;10;0.302;rental-listings;Rental & Leasing
uci-cbcl;0;2015-06-28 16:41:05;Deep learning for gene expression inference;Predict the expression of specified target genes from a panel of about 1,000 pre-selected “landmark genes”.;Biotechnological & Life Sciences;Python;['Python: 99.6%', 'Shell: 0.4%'];GPL-2.0;https://github.com/uci-cbcl/D-GEX;1.0;['pylearn2', 'sklearn', 'theano'];['ML'];['AI', 'deep learning', 'epoch', 'hidden layer', 'k-means', 'layer', 'linear regression', 'model', 'predict', 'recogn', 'recommend', 'regression', 'train'];Gene Expression Inference;2019-02-18 05:33:41;2020-10-30 23:54:10;125;0.516;D-GEX;Genomics
un-modelling;5;2016-02-19 20:21:45;Estimating Electricity Consumption from Household Surveys;Estimating Electricity Consumption from Household Surveys;Utilities;Jupyter Notebook;['Jupyter Notebook: 94.1%', 'Python: 5.9%'];GPL-3.0;https://github.com/un-modelling/Electricity_Consumption_Surveys;1.0;['pattern', 'sklearn', 'statsmodels'];['Decision Tree', 'Random Forest', 'Regression'];['model'];Electricity Consumption;2018-05-31 09:10:59;2020-10-31 01:01:25;3;0.188;Electricity_Consumption_Surveys;Electricity
usnistgov;2;2015-05-07 15:19:48;Shared work of the Modeling Methodology for Smart Manufacturing project;Shared work of a modelling Methodology.;Manufacturing;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/usnistgov/modelmeth;1.0;['statsmodels'];['RL'];['AI', 'CV', 'DL', 'ML', 'NER', 'NLU', 'NN', 'RL', 'RNN', 'classif', 'fit', 'gru', 'layer', 'loss', 'model', 'recommend', 'train', 'vgg'];Smart Manufacturing;2017-01-23 16:58:13;2020-10-31 00:43:53;6;0.253;modelmeth;General
vibrationtoolbox;5;2015-07-23 14:35:57;Educational Vibration programs. Intended for undergraduate and early graduate students.;Educational vibration programs.;Construction & Engineering;Python;['Python: 98.9%', 'Makefile: 1.1%'];;https://github.com/vibrationtoolbox/vibration_toolbox;0.8;['pattern'];['ML'];[];Vibration;2020-11-15 16:41:27;2020-10-31 00:23:14;54;0.452;vibration_toolbox;Engineering
vicelab;4;2018-12-04 19:49:35;strategic landuse for agriculture and ecosystem recovery.;Strategic land use for agriculture and ecosystem recovery;Agriculture;Python;['Python: 53.1%', 'JavaScript: 46.9%'];;https://github.com/vicelab/slaer;0.2;[];[];['classif', 'filter', 'layer', 'machine learning', 'model', 'predict', 'regression', 'train', 'training data'];Recovery;2019-08-13 21:06:34;2020-10-30 23:41:14;4;0.214;slaer;Economics
victorpena1;0;2019-04-17 16:20:57;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Natural gas demand prediction.;Utilities;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/victorpena1/Natural-Gas-Demand-Prediction;1.0;['keras', 'pattern', 'sklearn', 'statsmodels'];['ANN', 'CV', 'Classification', 'Gradient Boosting', 'LSTM', 'NN', 'RNN', 'Random Forest', 'Supervised Learning'];['AI', 'gradient boosting', 'layer', 'lstm', 'model', 'neural network', 'predict', 'random forest', 'test data', 'train'];Demand Prediction;2019-04-18 21:48:07;2020-10-31 01:02:15;5;0.236;Natural-Gas-Demand-Prediction;Coal, Oil & Gas
vikram-bhati;0;2018-05-30 12:36:04;Crime classification, analysis & prediction in Indore city;Crime classification, analysis & prediction in Indore city.;Emergency & Relief;Jupyter Notebook;['Jupyter Notebook: 95.2%', 'CSS: 3.1%', 'Other: 1.7%'];MIT;https://github.com/vikram-bhati/PAASBAAN-crime-prediction;1.0;['sklearn'];['AI', 'Classification', 'Decision Tree', 'KNN', 'NN'];['classif', 'predict'];Crime Prediction;2018-05-30 12:55:38;2020-10-31 00:34:36;22;0.375;PAASBAAN-crime-prediction;Crime
Vipul115;0;2018-11-03 22:55:42;This project aims to understand trends in agricultural prices through quantity arrival data for different commodities in state of Maharashtra, India.;Agricultural price prediction;Agriculture;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/Vipul115/Statistical-Time-Series-Analysis-on-Agricultural-Commodity-Prices;0.7;['statsmodels'];[];['detect', 'filter', 'model'];Prices 2;2019-03-05 11:08:51;2020-10-30 23:40:42;12;0.319;Statistical-Time-Series-Analysis-on-Agricultural-Commodity-Prices;Economics
viritaromero;0;2018-12-18 19:12:40;Artificial Intelligence app that detects diseases in plants using a deep learning model;App that detects diseases in plants using a deep learning model.;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 98.6%', 'Python: 1.4%'];;https://github.com/viritaromero/Plant-diseases-classifier;1.0;['Pillow', 'pytorch'];['AI', 'CV', 'Classification', 'DL', 'ReLu', 'ResNet'];['AI', 'CNN', 'NN', 'classif', 'computer vision', 'convolutional neural network', 'deep learning', 'detect', 'fit', 'loss', 'machine learning', 'model', 'neural network', 'predict', 'recogn', 'recommend', 'train'];Plants Disease;2019-02-26 07:54:48;2020-10-30 23:55:13;93;0.494;Plant-diseases-classifier;Life-sciences
vsub21;0;2018-05-17 04:11:45;A Jupyter dashboard depicting the effects of various financial regulations on systemic risk.;Systematic risk of various financial regulations.;Justice, Law and Regulations;Jupyter Notebook;['Jupyter Notebook: 91.4%', 'HTML: 8.6%'];;https://github.com/vsub21/systemic-risk-dashboard;0.5;[];['ML'];['anomaly', 'anomaly detection', 'detect', 'predict'];Risk;2019-05-16 00:04:09;2020-10-31 00:43:18;2;0.152;systemic-risk-dashboard;Policy and Regulatory
vtyeh;0;2018-02-22 04:06:02;Using pandas to analyze school and student performance within a district;Using pandas to analyze school and student performance within a district;Education & Research;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/vtyeh/pandas-challenge;0.2;[];[];['label'];School Performance 2;2018-08-16 22:44:57;2020-10-31 00:31:27;3;0.188;pandas-challenge;School
waldronlab;16;2016-02-09 10:26:44;Applied Statistics for High-Throughput Biology;Applied Statistics for High-Throughput Biology;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 100.0%'];MIT;https://github.com/waldronlab/AppStatBio;0.5;[];['Bayesian', 'Classification', 'Clustering', 'Linear Regression', 'Logistic Regression', 'ML', 'Regression'];['clustering', 'model', 'train'];Applied Stats;2019-11-10 20:18:06;2020-10-30 23:48:20;12;0.319;AppStatBio;General
wassname;0;2016-09-28 04:08:06;Using machine learning to find water pipelines in aerial images with 73% accuracy;Using machine learning to find water pipelines in aerial images.;Utilities;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/wassname/pipe-segmentation;1.0;['keras', 'skimage'];['CV', 'ReLu'];['activation function', 'autoencoder', 'classif', 'computer vision', 'convolutional neural network', 'detect', 'epoch', 'fit', 'ground truth', 'image segmentation', 'label', 'layer', 'loss', 'model', 'neural network', 'predict', 'recogn', 'rectifier', 'relu', 'test data', 'train', 'training data', 'u-net'];Water Pipelines;2016-10-02 02:20:20;2020-10-31 01:03:09;14;0.334;pipe-segmentation;Water & Pollution
whs2k;2;2018-03-20 05:48:15;A Machine Learning Law Match Maker;A machine learning law match maker.;Justice, Law and Regulations;Jupyter Notebook;['Jupyter Notebook: 80.0%', 'HTML: 11.0%', 'Python: 6.5%', 'CSS: 2.3%', 'Makefile: 0.2%'];MIT;https://github.com/whs2k/GPO-AI;1.0;['gensim', 'nltk'];['ML', 'RL'];['AI', 'machine learning', 'model', 'train'];ML Law Matching;2018-04-03 17:18:21;2020-10-31 00:43:45;0;0.0;GPO-AI;Judicial Applied
whugue;0;2016-06-22 14:44:19;Can we identify schools at risk for closure by performance and other characteristics?;Identify schools at risk for closure by performance and other characteristics.;Education & Research;Jupyter Notebook;['Jupyter Notebook: 98.9%', 'HTML: 1.1%'];;https://github.com/whugue/school-closure;1.0;['sklearn'];['AI', 'Classification', 'DL', 'Decision Tree', 'RL', 'Random Forest'];['classif', 'predict'];School Closure;2018-07-31 20:17:04;2020-10-31 00:31:44;2;0.152;school-closure;School
widdowquinn;0;2014-07-08 06:38:10;Presentation and example material for the EMBL Plant and Pathogen Genomics workshop, 8-11 July 2014;Presentation and example material for Plant and Pathogen Genomics;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 99.3%', 'Other: 0.7%'];MIT;https://github.com/widdowquinn/Teaching-EMBL-Plant-Path-Genomics;0.5;[];['Bayesian', 'Classification', 'Clustering', 'ML', 'RL'];['classif', 'clustering', 'detect', 'predict', 'recommend', 'train'];Plant Genomics;2017-11-16 10:02:19;2020-10-30 23:55:11;6;0.253;Teaching-EMBL-Plant-Path-Genomics;Genomics
williamadams1;0;2018-10-05 15:46:37;Total Residential US Natural Gas Consumption is analyzed with a seasonal ARIMA model in Python;Natural gas consumption forecasting.;Utilities;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/williamadams1/natural-gas-consumption-forecasting;1.0;['statsmodels'];['AI'];['model'];Consumption Forecasting;2018-10-05 16:40:02;2020-10-31 01:02:16;1;0.099;natural-gas-consumption-forecasting;Coal, Oil & Gas
worldbank;3;;A comparative assessment of machine learning classification algorithms applied to poverty prediction;A comparative assessment of machine learning classification algorithms applied to poverty prediction.;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 97.9%', 'Python: 2.0%', 'Other: 0.1%'];;https://github.com/worldbank/ML-classification-algorithms-poverty/;1.0;['catboost', 'keras', 'lightgbm', 'pattern', 'sklearn', 'statsmodels', 'tensorflow', 'theano', 'tpot', 'vocabulary', 'xgboost'];['AI', 'ANN', 'AutoML', 'Bayesian', 'CV', 'Classification', 'DL', 'Decision Tree', 'GBM', 'Gradient Boosting', 'KNN', 'Linear Regression', 'Logistic Regression', 'ML', 'NER', 'NLP', 'NN', 'Naive Bayes', 'RL', 'Random Forest', 'ReLu', 'Rectifier', 'Regression', 'Sentiment Analysis', 'Supervised Learning', 'Support Vector Machines'];['AI', 'GBM', 'ML', 'NLP', 'NN', 'autoencoder', 'automated machine learning', 'bayesian', 'classif', 'decision tree', 'deep learning', 'fit', 'gradient boosting', 'hidden layer', 'k-nearest neighbor', 'label', 'layer', 'logistic regression', 'loss', 'machine learning', 'model', 'neural network', 'predict', 'random forest', 'recommend', 'regression', 'train', 'training data'];World Bank Poverty I;2018-09-28 14:05:35;2020-10-31 00:49:00;;0.0;ML-classification-algorithms-poverty;Social Policies
xiaofei6677;0;2018-07-23 07:33:52;A flickr metadata mining tool for tourism research;Metadata mining tool for tourism research.;Miscellaneous;Python;['Python: 100.0%'];;https://github.com/xiaofei6677/TourismFlickrMiner;0.0;[];[];[];Flickr;2016-04-20 03:23:10;2020-10-31 00:45:48;1;0.099;TourismFlickrMiner;Tourism
